AnimalID,MomID,DadID,BGroup,DoB,Sex,Matril,Pedigree,SiblingNo,UniCode
16R,06A,X98,S,12/8/2001,m,Q1083,7,5,A-566
25R,V44,51A,R,12/9/2001,m,Q1012,7,10,A-990
48R,50F,56F,CC,12/9/2001,f,Q1083,6,2,B-956
i02V91,V91,,E,12/9/2001,f,Q1053,7,8,H-470
i02Z07,Z07,,F,12/9/2001,m,Q1050,7,7,H-476
i0264H,64H,,C,12/9/2001,f,Q1083,8,1,H-398
28S,X86,O34,HH,12/10/2001,m,Q1056,5,8,B-047
65R,43F,K85,F,12/10/2001,f,Q1050,7,2,C-784
29S,35I,57D,BB,12/11/2001,m,Q1012,8,1,B-067
35R,28A,O15,R,12/11/2001,f,Q1012,7,4,B-445
i02O75,O75,,F,12/11/2001,f,Q1021,7,8,H-454
i02V81,V81,,E,12/11/2001,m,Q1053,7,6,H-468
71R,H02,S47,R,12/12/2001,f,Q1012,7,13,D-135
95R,T84,28B,S,12/13/2001,f,Q1083,6,5,E-094
80P,57H,L83,F,12/14/2001,f,Q1021,6,1,D-548
07R,65A,43A,KK,12/15/2001,m,Q1056,7,6,A-148
50R,T86,14D,CC,12/15/2001,m,Q1083,6,8,C-242
61R,07A,45A,KK,12/15/2001,m,Q1053,8,6,C-698
i02J85,J85,,F,12/15/2001,f,Q1053,6,11,H-434
54R,45F,K14,KK,12/16/2001,f,Q1056,5,2,C-325
99P,74E,40C,V,12/16/2001,f,Q1071,8,1,E-178
40R,Z53,79B,R,12/17/2001,f,Q1012,9,6,B-793
46R,V99,14D,BB,12/18/2001,m,Q1012,8,7,B-912
i02O70,O70,,F,12/18/2001,u,Q1050,6,8,H-453
11S,79C,V45,F,12/19/2001,m,Q1050,6,3,A-473
i02Z92,Z92,,D,12/19/2001,m,Q1083,6,5,H-483
15S,82B,Z88,CC,12/20/2001,f,Q1083,6,3,A-549
08R,31D,14D,BB,12/21/2001,f,Q1012,8,3,A-167
94P,S16,43A,F,12/21/2001,m,Q1021,7,9,E-072
i0214F,14F,,F,12/21/2001,m,Q1053,7,2,H-377
82R,82C,61D,CC,12/22/2001,f,Q1083,7,4,D-589
87R,78A,29C,F,12/23/2001,f,Q1053,8,4,D-696
08S,24B,K32,F,12/24/2001,m,Q1050,5,4,A-168
26S,N12,85B,F,12/24/2001,m,Q1050,4,11,B-009
10R,R75,Z88,KK,12/24/2001,m,Q1053,8,7,A-454
23S,67C,O15,R,12/25/2001,f,Q1012,8,3,A-954
37S,X87,D71,F,12/25/2001,m,Q1050,5,6,B-485
88R,21H,X61,KK,12/25/2001,f,Q1053,9,1,D-714
i02R79,R79,,F,12/25/2001,f,Q1056,6,9,H-460
i02Z97,Z97,,F,12/25/2001,m,Q1053,7,6,H-484
i02O63,O63,,v,12/25/2001,u,Q1071,8,2,H-452
96P,L49,00A,V,12/26/2001,m,Q1071,8,10,E-113
72R,N40,Z71,R,12/26/2001,f,Q1012,7,9,D-155
i02R64,R64,,F,12/26/2001,u,Q1021,6,9,H-456
i0283C,83C,,G,12/26/2001,f,Q1083,8,5,H-413
i0280A,80A,,I,12/26/2001,f,Q1053,7,5,H-410
i02O36,O36,,D,12/26/2001,m,Q1083,7,10,H-448
i0219I,19I,,G,12/26/2001,m,Q1083,7,1,H-379
i0254I,54I,,L,12/26/2001,u,Q1053,9,1,H-394
34S,46F,X52,F,12/27/2001,m,Q1050,8,2,B-427
93P,D69,V79,F,12/27/2001,f,Q1021,6,15,E-049
i0299A,99A,,F,12/27/2001,u,Q1050,6,5,H-426
51R,T83,V79,S,12/28/2001,f,Q1083,7,7,C-262
74R,44J,61G,F,12/28/2001,m,Q1021,9,1,D-196
i02R68,R68,,F,12/28/2001,m,Q1021,7,8,H-457
36R,54B,V79,R,12/29/2001,m,Q1012,8,6,B-464
76P,K11,79B,F,12/31/2001,f,Q1021,7,11,D-232
82P,82A,X81,F,12/31/2001,m,Q1050,7,5,D-588
i0238E,38E,,R,12/31/2001,f,Q1066,6,2,H-387
89P,H74,L64,F,1/1/2002,f,Q1050,6,14,D-734
i0284C,84C,,D,1/1/2002,m,Q1083,8,4,H-414
i0290G,90G,,R,1/1/2002,m,Q1012,8,1,H-417
86P,Z14,39C,F,1/2/2002,m,Q1050,6,6,D-673
i0298H,98H,,S,1/2/2002,m,Q1083,8,1,H-425
i0203I,03I,,I,1/3/2002,m,Q1053,7,1,H-369
i0281B,81B,,HH,1/3/2002,m,Q1056,6,5,H-411
97R,Z99,Z01,S,1/4/2002,f,Q1083,7,5,E-136
81R,J01,56F,BB,1/5/2002,m,Q1083,6,10,D-569
73R,L66,40C,V,1/5/2002,m,Q1071,7,10,D-176
i0291E,91E,,L,1/5/2002,f,Q1053,8,2,H-418
i0256D,56D,,F,1/5/2002,m,Q1053,8,2,H-395
i0271E,71E,,F,1/5/2002,f,Q1050,8,2,H-401
62R,Z51,Z46,KK,1/6/2002,f,Q1053,8,5,C-721
75R,43I,X48,F,1/6/2002,m,Q1021,7,1,D-214
i02V82,V82,,I,1/6/2002,m,Q1053,6,7,H-469
i0205A,05A,,I,1/7/2002,u,Q1053,6,6,H-372
20R,15C,Z71,R,1/8/2002,f,Q1012,8,4,A-895
i02G43,G43,,HH,1/8/2002,m,Q1056,5,15,H-429
18R,O96,S47,R,1/9/2002,m,Q1012,8,10,A-605
25S,O27,45A,BB,1/9/2002,m,Q1083,6,7,A-991
58R,02G,42F,KK,1/10/2002,m,Q1056,8,1,C-404
43R,95A,H90,R,1/10/2002,m,Q1066,6,7,B-853
85R,37B,37C,BB,1/10/2002,m,Q1012,9,4,D-653
i02T27,T27,,F,1/12/2002,u,Q1053,8,9,H-464
i0214I,14I,,F,1/12/2002,u,Q1050,5,1,H-378
i02X20,X20,,HH,1/15/2002,m,Q1056,6,6,H-471
45R,S37,V83,S,1/16/2002,f,Q1083,6,9,B-893
74P,21C,85B,F,1/17/2002,f,Q1021,8,5,D-195
19R,93I,J21,R,1/17/2002,m,Q1012,8,1,A-625
i02I70,I70,,F,1/17/2002,f,Q1050,6,12,H-431
i02V04,V04,,F,1/19/2002,m,Q1053,6,7,H-466
35S,J92,79B,F,1/20/2002,f,Q1021,6,12,B-446
11R,95B,61B,BB,1/20/2002,f,Q1083,7,3,A-472
83R,62H,65F,F,1/23/2002,f,Q1050,7,2,D-610
02S,O35,V83,S,1/24/2002,m,Q1083,6,7,A-054
i0234D,34D,,G,1/26/2002,u,Q1083,7,3,H-386
78P,03J,T53,F,1/27/2002,m,Q1053,8,1,D-274
86R,17C,T29,F,1/27/2002,m,Q1050,8,5,D-674
I0200F,00F,,F,1/27/2002,u,Q1021,7,2,H-368
21S,L48,X58,HH,1/29/2002,m,Q1046,6,6,A-915
03S,D82,T57,S,1/31/2002,f,Q1083,5,13,A-072
24S,T95,K85,R,2/5/2002,f,Q1066,6,8,A-972
79P,39B,65F,F,2/5/2002,m,Q1050,7,5,D-298
21R,K28,Z71,R,2/5/2002,m,Q1012,7,12,A-914
i02O56,O56,,I,2/12/2002,m,Q1053,6,9,H-451
i02N05,N05,,K,2/13/2002,m,Q1021,7,11,H-444
I0204E,04E,,F,2/13/2002,m,Q1053,7,3,H-371
i02L37,L37,,D,2/14/2002,m,Q1083,7,10,H-440
80R,11C,37C,BB,2/15/2002,f,Q1012,8,4,D-549
ii02X91,X91,,R,3/1/2002,f,Q1066,6,8,J-771
i02X91,X91,,R,3/1/2002,f,Q1066,6,9,H-475
23R,35F,Z01,R,3/7/2002,f,Q1012,9,3,A-953
64R,53E,70C,KK,3/7/2002,f,Q1056,6,2,C-761
i02K04,K04,,F,3/14/2002,m,Q1050,5,13,H-436
76R,N86,79F,HH,3/15/2002,m,Q1046,6,9,D-233
91R,78C,79F,HH,3/15/2002,f,Q1053,6,5,E-005
00R,13B,12E,V,3/15/2002,f,Q1071,9,5,A-015
84P,R59,V45,F,3/15/2002,f,Q1050,6,7,D-632
14S,89C,R70,F,3/15/2002,f,Q1021,8,4,A-531
i0229B,29B,,F,3/15/2002,u,Q1053,7,7,H-384
17S,51D,X98,BB,4/30/2002,f,Q1083,7,2,A-587
39S,20C,Z90,V,5/4/2002,f,Q1071,9,2,B-525
30S,14E,T54,V,5/10/2002,m,Q1071,9,1,B-337
I0220F,20F,,F,5/28/2002,u,Q1021,8,2,H-381
77T,13H,07D,V,10/12/2002,f,Q1071,9,3,D-256
57S,48B,51A,F,10/24/2002,f,Q1021,8,6,C-385
31T,20F,78B,F,10/25/2002,f,Q1021,8,3,B-362
10T,19J,79F,HH,10/25/2002,f,Q1046,7,1,A-456
06T,39F,Z71,R,10/25/2002,f,Q1012,10,3,A-130
64S,59A,70C,F,10/26/2002,m,Q1050,7,4,C-762
47S,78I,12E,V,10/27/2002,m,Q1071,10,1,B-935
21T,30F,Z01,S,10/27/2002,m,Q1083,7,2,A-916
i03R27,R27,,CC,10/27/2002,f,Q1083,7,8,H-551
50S,Z08,10D,F,10/29/2002,f,Q1021,8,6,C-243
76T,Z15,85B,F,10/29/2002,f,Q1050,6,6,D-235
52T,74H,Z71,R,10/30/2002,f,Q1066,6,3,C-284
48T,64D,85B,F,10/31/2002,f,Q1050,7,3,B-958
58S,H71,10D,F,10/31/2002,m,Q1050,5,10,C-405
43S,67F,86D,V,10/31/2002,f,Q1071,8,2,B-854
i0367F,67F,,V,10/31/2002,f,Q1071,8,3,H-519
65T,46B,28B,S,11/1/2002,m,Q1083,7,5,C-786
i0389A,89A,,BB,11/1/2002,m,Q1012,8,5,H-529
i03F38,F38,,V,11/1/2002,f,Q1071,7,15,H-540
47T,J41,61G,V,11/2/2002,f,Q1071,8,12,B-936
i03O30,O30,,CC,11/2/2002,m,Q1083,7,11,H-550
i0350D,50D,,CC,11/3/2002,m,Q1083,6,4,H-511
04T,96G,80B,R,11/4/2002,m,Q1012,8,2,A-092
93S,55A,T82,HH,11/4/2002,f,Q1056,6,5,E-051
19T,V05,S76,KK,11/4/2002,m,Q1053,8,7,A-627
41S,81E,08A,V,11/4/2002,f,Q1071,8,2,B-812
i0341C,41C,,BB,11/4/2002,f,Q1012,9,5,H-508
i0313A,13A,,HH,11/4/2002,m,Q1048,5,5,H-489
i0380C,80C,,CC,11/4/2002,m,Q1083,6,4,H-526
57T,81I,21B,S,11/5/2002,f,Q1083,8,1,C-386
43T,X34,J21,R,11/7/2002,m,Q1083,7,7,B-855
i0382H,82H,,S,11/8/2002,f,Q1083,8,1,H-528
i0313D,13D,,BB,11/8/2002,m,Q1012,8,5,H-490
22T,76I,80B,R,11/9/2002,f,Q1012,9,1,A-935
81T,34B,,KK,11/9/2002,f,Q1056,6,5,G-160
40T,K81,80B,R,11/9/2002,f,Q1083,6,13,B-795
56T,91A,88C,R,11/9/2002,m,Q1012,9,7,C-367
i0336J,36J,,BB,11/9/2002,m,Q1012,9,1,H-503
i03X67,X67,,V,11/9/2002,f,Q1071,8,8,H-560
i0391A,91A,,R,11/9/2002,m,Q1012,9,8,H-531
39T,91K,Z71,R,11/10/2002,f,Q1083,8,1,B-526
i0328H,28H,,BB,11/10/2002,m,Q1083,6,2,H-494
i0355F,55F,,CC,11/10/2002,f,Q1083,7,3,H-516
i03V78,V78,,KK,11/10/2002,m,Q1053,8,7,H-557
i0346K,46K,,R,11/11/2002,f,Q1012,9,1,H-510
i0369F,69F,,BB,11/11/2002,m,Q1012,8,3,H-521
80S,73C,T53,HH,11/12/2002,f,Q1056,6,5,D-550
83S,56A,X80,F,11/13/2002,f,Q1050,5,7,D-611
99S,33C,23E,R,11/13/2002,f,Q1083,7,6,E-180
42S,37D,33A,KK,11/13/2002,m,Q1056,7,4,B-833
i03K84,K84,,R,11/13/2002,f,Q1012,7,12,H-546
65S,X17,85B,F,11/14/2002,f,Q1050,6,8,C-785
83T,42A,Z01,S,11/15/2002,m,Q1083,5,5,D-612
i0336D,36D,,S,11/15/2002,m,Q1083,7,3,H-502
46S,79I,51A,V,11/16/2002,f,Q1071,8,1,B-913
i0335F,35F,,R,11/16/2002,m,Q1012,9,4,H-500
94S,66I,T53,HH,11/17/2002,f,Q1056,7,1,E-074
82S,V36,Z10,F,11/17/2002,f,Q1021,7,9,D-590
60T,10C,25I,R,11/17/2002,m,Q1083,6,5,C-681
96S,59F,O15,R,11/17/2002,m,Q1066,7,3,E-115
i0329I,29I,,R,11/17/2002,f,Q1083,8,2,H-495
75S,71J,66F,F,11/18/2002,m,Q1021,8,1,D-215
27T,O52,60E,F,11/18/2002,f,Q1050,6,10,B-028
i03Z75,Z75,,CC,11/18/2002,m,Q1083,6,7,H-562
68T,56E,02F,F,11/19/2002,f,Q1050,7,2,C-848
75T,V80,79F,HH,11/20/2002,m,Q1053,6,9,D-216
88S,T83,Z01,S,11/20/2002,m,Q1083,7,8,D-715
01T,V60,S47,R,11/20/2002,f,Q1012,8,8,A-036
32T,68C,03G,R,11/21/2002,f,Q1012,8,5,B-387
67S,X44,02F,F,11/21/2002,f,Q1050,7,7,C-827
i0339A,39A,,CC,11/21/2002,m,Q1083,6,6,H-506
66S,39B,61G,F,11/22/2002,m,Q1050,7,6,C-806
16T,L19,28E,R,11/22/2002,f,Q1012,8,11,A-568
09T,87F,J88,R,11/22/2002,f,Q1012,8,3,A-187
81S,86C,44E,F,11/23/2002,f,Q1021,8,3,D-570
73S,29B,29F,F,11/23/2002,m,Q1053,7,8,D-177
46T,T03,39C,V,11/23/2002,m,Q1071,8,9,B-914
51S,J95,53H,F,11/24/2002,f,Q1050,7,9,C-263
i0372F,72F,,BB,11/24/2002,f,Q1083,7,2,H-522
i0399I,99I,,F,11/24/2002,f,Q1050,6,1,H-537
95S,O96,88C,R,11/25/2002,f,Q1012,8,11,E-095
i0306J,06J,,R,11/25/2002,m,Q1012,9,1,H-486
74T,07A,70C,KK,11/26/2002,f,Q1053,8,7,D-198
i0396K,96K,,BB,11/27/2002,f,Q1012,9,1,H-535
i0389H,89H,,BB,11/27/2002,f,Q1083,7,1,H-530
41T,H02,Z71,R,11/28/2002,m,Q1012,7,14,B-813
58T,O35,28B,S,11/28/2002,f,Q1083,6,8,C-406
25T,54B,88C,R,11/28/2002,f,Q1012,8,7,A-992
17T,76D,S47,R,11/28/2002,m,Q1066,7,5,A-588
55T,X83,12E,R,11/28/2002,m,Q1012,8,7,C-347
34T,74B,X48,R,11/29/2002,f,Q1012,8,5,B-428
23T,67C,L83,R,11/29/2002,m,Q1012,8,4,A-955
i03C12,C12,,R,11/29/2002,f,Q1083,5,16,H-538
i0361A,61A,,F,11/29/2002,m,Q1050,6,6,H-517
71T,19A,X61,KK,11/30/2002,m,Q1056,7,6,D-137
i0353B,53B,,CC,11/30/2002,f,Q1083,6,5,H-514
60S,73B,65F,F,12/1/2002,m,Q1050,7,6,C-680
45T,15E,51A,V,12/1/2002,f,Q1071,9,3,B-895
i0396A,96A,,R,12/1/2002,m,Q1012,7,6,H-534
i03V44,V44,,R,12/1/2002,f,Q1012,7,11,H-555
53T,47K,23E,R,12/2/2002,f,Q1012,8,1,C-305
03T,O33,23E,R,12/3/2002,m,Q1012,8,10,A-073
70S,00J,61G,F,12/3/2002,m,Q1053,8,1,D-116
37T,38E,28E,R,12/3/2002,f,Q1066,6,3,B-486
61T,S37,V83,S,12/3/2002,m,Q1083,6,10,C-700
i0329J,29J,,V,12/3/2002,f,Q1071,9,1,H-496
i0311I,11I,,F,12/3/2002,m,Q1050,7,1,H-488
i0336B,36B,,BB,12/3/2002,f,Q1083,7,6,H-501
67T,S96,88C,R,12/4/2002,f,Q1012,7,12,C-828
71S,V37,65F,F,12/4/2002,f,Q1050,6,8,D-136
i0379C,79C,,F,12/4/2002,m,Q1050,6,4,H-525
i0343F,43F,,F,12/4/2002,f,Q1050,7,3,H-509
79S,48J,42F,KK,12/5/2002,m,Q1056,7,1,D-300
i03V99,V99,,BB,12/5/2002,f,Q1012,8,8,H-558
i0398C,98C,,CC,12/5/2002,f,Q1083,8,4,H-536
i0377H,77H,,BB,12/5/2002,f,Q1012,8,2,H-524
i03L29,L29,,BB,12/5/2002,f,Q1012,7,10,H-547
i0350F,50F,,CC,12/5/2002,m,Q1083,6,3,H-512
26T,V58,60E,F,12/6/2002,f,Q1021,6,8,B-010
24T,28I,03G,R,12/6/2002,f,Q1012,8,2,A-973
i03H45,H45,,R,12/6/2002,m,Q1012,7,14,H-541
54T,Z51,70D,KK,12/7/2002,f,Q1053,8,6,C-327
33T,89K,80B,R,12/7/2002,m,Q1012,9,1,B-407
I0354D,54D,,F,12/7/2002,f,Q1050,7,3,H-515
48S,30J,39C,V,12/8/2002,f,Q1071,9,1,B-957
38T,06A,49A,S,12/8/2002,f,Q1083,7,6,B-506
70T,J74,19C,S,12/8/2002,f,Q1083,6,8,D-117
14T,L84,X61,KK,12/8/2002,f,Q1056,6,11,A-532
i0337J,37J,,R,12/8/2002,m,Q1012,8,1,H-505
i03R75,R75,,KK,12/8/2002,f,Q1053,8,8,H-553
i0332G,32G,,V,12/9/2002,f,Q1071,9,2,H-498
44S,L49,39C,V,12/10/2002,f,Q1071,8,11,B-874
59T,77G,12E,R,12/10/2002,f,Q1066,7,2,C-427
90S,78C,40C,HH,12/10/2002,f,Q1053,6,6,D-985
78T,14I,66F,F,12/10/2002,f,Q1050,5,2,D-277
84S,90D,07D,F,12/10/2002,f,Q1021,7,5,D-634
69T,61J,60E,F,12/10/2002,m,Q1021,7,1,C-867
63S,24B,K42,F,12/11/2002,m,Q1050,5,5,C-741
29T,H74,78B,F,12/11/2002,f,Q1050,6,15,B-068
98S,61K,80B,R,12/11/2002,f,Q1083,7,1,E-159
00T,30D,25I,R,12/12/2002,f,Q1012,8,3,A-017
53S,82A,65F,F,12/12/2002,m,Q1050,7,6,C-304
72S,67G,Z10,F,12/12/2002,f,Q1050,6,3,D-156
85S,43J,02F,F,12/13/2002,f,Q1050,7,1,D-654
45S,T98,39C,V,12/14/2002,f,Q1071,8,8,B-894
78S,45F,S76,KK,12/14/2002,m,Q1056,5,3,D-276
63T,Z82,Z46,S,12/15/2002,f,Q1083,7,6,C-742
51T,76K,23E,R,12/15/2002,f,Q1012,8,1,C-264
66T,11L,O15,R,12/15/2002,f,Q1012,8,1,C-807
i0368J,68J,,F,12/15/2002,f,Q1050,6,1,H-520
i0350I,50I,,F,12/15/2002,m,Q1021,7,1,H-513
i03J01,J01,,BB,12/15/2002,m,Q1083,6,11,H-542
89S,X37,O15,R,12/16/2002,m,Q1012,7,11,D-736
i03K79,K79,,BB,12/16/2002,f,Q1083,6,10,H-545
i0321H,21H,,KK,12/16/2002,f,Q1053,9,2,H-491
61S,L66,51A,V,12/17/2002,m,Q1071,7,11,C-699
i0374K,74K,,S,12/17/2002,f,Q1083,6,1,H-523
05T,02A,S47,R,12/19/2002,f,Q1012,7,7,A-111
15T,42B,07D,F,12/19/2002,f,Q1050,8,7,A-550
11T,X20,49A,HH,12/21/2002,f,Q1056,6,7,A-474
12T,S70,40C,HH,12/22/2002,f,Q1048,5,9,A-492
97S,03H,80B,R,12/23/2002,m,Q1012,9,3,E-137
52S,N12,Z10,F,12/23/2002,f,Q1050,4,12,C-283
92S,32A,S47,R,12/23/2002,m,Q1012,7,7,E-027
i0335B,35B,,R,12/23/2002,f,Q1012,7,5,H-499
68S,X97,61G,F,12/24/2002,m,Q1021,7,8,C-847
i0331D,31D,,BB,12/24/2002,f,Q1012,8,4,H-497
i03V72,V72,,HH,12/24/2002,f,Q1053,7,10,H-556
69S,S16,60E,F,12/25/2002,m,Q1021,7,10,C-866
i0327C,27C,,F,12/25/2002,f,Q1012,8,4,H-492
84T,13B,,V,12/26/2002,m,Q1071,9,6,G-186
30T,62H,60E,F,12/27/2002,m,Q1050,7,3,B-338
72T,81B,40C,HH,12/27/2002,m,Q1056,6,6,D-157
50T,07L,80B,R,12/27/2002,m,Q1066,7,1,C-244
42T,K28,L83,R,12/28/2002,m,Q1012,7,13,B-834
79T,21K,65F,F,12/28/2002,m,Q1021,7,1,D-301
44T,95A,88C,R,12/29/2002,m,Q1066,6,8,B-875
i03R65,R65,,F,12/29/2002,u,Q1050,7,10,H-552
55S,21C,60E,F,12/30/2002,m,Q1021,8,6,C-346
91S,15C,25I,R,1/1/2003,m,Q1012,8,5,E-006
02T,N40,Z71,R,1/1/2003,f,Q1012,7,10,A-055
i03K11,K11,,F,1/1/2003,f,Q1021,7,12,H-544
i03T86,T86,,CC,1/4/2003,f,Q1083,6,9,H-554
74S,78A,86D,F,1/5/2003,f,Q1053,8,5,D-197
i0337B,37B,,BB,1/5/2003,f,Q1012,9,5,H-504
07T,77D,O15,R,1/6/2003,m,Q1012,9,3,A-150
i03X86,X86,,HH,1/6/2003,m,Q1056,5,9,H-561
i0340A,40A,,CC,1/6/2003,m,Q1083,6,7,H-507
62S,N86,40C,HH,1/7/2003,f,Q1046,6,10,C-722
36T,Z53,03G,R,1/7/2003,m,Q1012,9,7,B-466
87S,28A,,R,1/12/2003,m,Q1012,7,5,D-697
56S,R59,10D,F,1/13/2003,f,Q1050,6,8,C-366
i0382C,82C,,CC,1/13/2003,m,Q1083,7,5,H-527
54S,K00,85B,F,1/14/2003,f,Q1050,6,8,C-326
76S,O55,70C,KK,1/14/2003,f,Q1056,6,9,D-234
86S,50K,80B,R,1/16/2003,f,Q1012,8,1,D-675
i0392D,92D,,F,1/16/2003,u,Q1050,7,5,H-532
77S,76H,T53,HH,1/18/2003,f,Q1046,7,3,D-255
08T,X28,20B,R,1/19/2003,f,Q1012,8,7,A-169
i0364A,64A,,F,1/19/2003,f,Q1021,6,6,H-518
59S,01B,60E,F,1/20/2003,m,Q1021,7,6,C-426
73T,T84,V83,S,1/22/2003,f,Q1083,6,6,D-178
i03O27,O27,,BB,1/22/2003,u,Q1083,6,8,H-549
20T,65A,70C,KK,1/23/2003,m,Q1056,7,7,A-897
18T,H64,Z46,S,1/23/2003,m,Q1083,6,10,A-607
82T,17C,10D,F,1/24/2003,m,Q1050,8,6,D-591
13T,Z14,65F,F,1/25/2003,f,Q1050,6,7,A-512
28T,57H,86D,F,1/30/2003,m,Q1021,6,2,B-048
i0311C,11C,,BB,1/31/2003,f,Q1012,8,5,H-487
i03N37,N37,,BB,2/6/2003,m,Q1012,8,9,H-548
I0328G,28G,,F,2/12/2003,m,Q1021,7,2,H-493
i03J91,J91,,F,2/17/2003,m,Q1021,6,10,H-543
i0393A,93A,,BB,2/17/2003,m,Q1083,6,5,H-533
62T,Z99,V83,S,2/19/2003,f,Q1083,7,6,C-723
80T,J99,33A,R,2/27/2003,m,Q1012,7,10,D-551
49T,55H,Z10,F,2/27/2003,f,Q1050,6,2,B-978
i03X33,X33,,BB,3/2/2003,m,Q1012,7,8,H-559
49S,K04,65F,F,3/5/2003,f,Q1050,5,14,B-977
35T,28J,72H,F,3/9/2003,m,Q1050,5,1,B-447
i03D07,D07,,R,3/11/2003,f,Q1066,5,16,H-539
64T,N16,V83,S,4/11/2003,f,Q1083,6,10,C-763
36V,35B,62D,R,9/27/2003,m,Q1012,7,6,B-467
08Z,K84,Z71,R,10/1/2003,f,Q1012,7,13,A-171
23Z,93I,37C,R,10/4/2003,m,Q1012,8,2,A-957
i0413B,13B,,V,10/5/2003,u,Q1071,9,7,H-570
20V,58H,49A,KK,10/11/2003,m,Q1053,9,2,A-898
96V,35F,50G,R,10/11/2003,m,Q1012,9,5,E-117
87V,71G,37C,R,10/11/2003,f,Q1083,6,2,D-699
i0450D,50D,,CC,10/11/2003,f,Q1083,6,5,H-590
56V,44J,65F,F,10/13/2003,f,Q1021,9,2,C-368
i04X91,X91,,R,10/15/2003,m,Q1066,6,10,H-629
30Z,V65,85B,F,10/16/2003,m,Q1021,8,8,B-340
i0433H,33H,,CC,10/17/2003,f,Q1083,6,2,H-579
77V,37J,80B,R,10/18/2003,f,Q1012,8,2,D-257
38Z,I56,57D,S,10/18/2003,f,Q1083,5,12,B-508
04V,46F,07D,F,10/18/2003,m,Q1050,8,3,A-093
42Z,92D,53H,F,10/18/2003,f,Q1050,7,6,B-836
71V,X60,57D,S,10/18/2003,m,Q1083,7,7,D-138
29V,06J,62D,R,10/19/2003,m,Q1012,9,2,B-069
25V,21G,90H,KK,10/19/2003,m,Q1056,8,2,A-993
41V,13A,33A,HH,10/19/2003,m,Q1048,5,6,B-814
i0443I,43I,,F,10/19/2003,m,Q1021,7,2,H-588
52V,53E,25B,KK,10/21/2003,m,Q1056,6,3,C-285
26Z,79C,60E,F,10/22/2003,m,Q1050,6,5,B-012
30V,70K,25I,R,10/22/2003,m,Q1012,10,1,B-339
23V,02G,42F,KK,10/22/2003,f,Q1056,8,2,A-956
i0428H,28H,,BB,10/22/2003,m,Q1083,6,3,H-575
i0403B,03B,,KK,10/22/2003,m,Q1053,8,5,H-564
47V,55A,90B,HH,10/24/2003,m,Q1056,6,6,B-937
89T,X67,R70,V,10/24/2003,m,Q1071,8,9,D-737
01Z,54N,K32,R,10/25/2003,m,Q1083,6,1,A-038
i0496K,96K,,BB,10/25/2003,m,Q1012,9,2,H-611
39Z,V78,25B,HH,10/26/2003,f,Q1053,8,8,B-528
i0435I,35I,,BB,10/26/2003,m,Q1012,8,2,H-580
i0480C,80C,,CC,10/27/2003,m,Q1083,6,5,H-603
99T,13H,,V,10/28/2003,f,Q1071,9,4,G-342
45V,32A,18I,R,10/29/2003,m,Q1012,7,8,B-896
51V,37D,45A,KK,10/29/2003,f,Q1056,7,5,C-265
i04Z67,Z67,,BB,10/29/2003,m,Q1012,8,8,H-631
i0441C,41C,,BB,10/29/2003,f,Q1012,9,6,H-587
i0482B,82B,,CC,10/29/2003,f,Q1083,6,4,H-604
i04T95,T95,,R,10/29/2003,f,Q1066,6,9,H-624
i04F38,F38,,V,10/29/2003,m,Q1071,7,16,H-614
42V,73C,40C,HH,10/30/2003,f,Q1056,6,6,B-835
21V,V78,29H,KK,10/30/2003,f,Q1053,8,9,A-917
82V,82H,57D,S,10/30/2003,f,Q1083,8,2,D-592
i0476J,76J,,KK,10/30/2003,f,Q1053,9,1,H-601
ii04V78,V78,,KK,10/30/2003,f,Q1053,8,10,J-773
i0429J,29J,,V,10/30/2003,f,Q1071,9,2,H-577
75V,96G,25I,R,10/31/2003,m,Q1012,8,3,D-217
81V,06A,61D,S,10/31/2003,m,Q1083,7,7,D-571
85T,98J,51A,V,10/31/2003,f,Q1048,6,1,D-655
I0459F,59F,,R,10/31/2003,f,Q1066,7,4,H-594
i0404O,04O,,F,10/31/2003,m,Q1021,9,1,H-566
22Z,K28,J21,R,11/1/2003,f,Q1012,7,14,A-937
95T,78I,51A,V,11/1/2003,m,Q1071,10,2,E-096
63V,89C,60E,F,11/1/2003,f,Q1021,8,5,C-743
31Z,30O,61G,F,11/1/2003,f,Q1050,7,1,B-364
98V,74K,25I,S,11/1/2003,f,Q1083,6,2,E-161
19V,X17,57F,F,11/2/2003,m,Q1050,6,9,A-628
I0403J,03J,,F,11/2/2003,m,Q1053,8,2,H-565
I04K83,K83,,BB,11/2/2003,m,Q1012,8,11,H-617
89V,74N,29H,R,11/3/2003,f,Q1012,8,1,D-738
I0413D,13D,,BB,11/3/2003,f,Q1012,8,6,H-571
86V,03H,03G,R,11/4/2003,m,Q1012,9,4,D-677
16Z,68C,62D,R,11/4/2003,f,Q1012,8,6,A-570
73V,T83,Z46,S,11/4/2003,m,Q1083,7,9,D-179
31V,30D,O15,R,11/4/2003,f,Q1012,8,4,B-363
57V,39B,65F,F,11/4/2003,f,Q1050,7,7,C-387
I0439A,39A,,CC,11/4/2003,m,Q1083,6,7,H-584
I0439F,39F,,R,11/4/2003,f,Q1012,10,4,H-585
II0439A,39A,,CC,11/4/2003,m,Q1083,6,8,J-772
66V,20F,60E,F,11/5/2003,f,Q1021,8,4,C-808
