AnimalId,DoB,Gender,BGrp,DadId,MomId,FounderId,UniCode
"i0176H",1/5/2001 0:00:00,"f","H",,"76H",,"H-302"
"i01L97",1/5/2001 0:00:00,"f","DD",,"L97",,"H-325"
"88O",1/6/2001 0:00:00,"f","R","Z46","O96",,"D-712"
"74O",1/6/2001 0:00:00,"m","S","T57","T83",,"D-194"
"80O",1/7/2001 0:00:00,"f","R","Z71","03H",,"D-547"
"i01Z72",1/7/2001 0:00:00,"f","DD",,"Z72",,"H-361"
"35P",1/9/2001 0:00:00,"f","HH","79B","81B",,"B-444"
"07P",1/9/2001 0:00:00,"m","F","20B","Z14",,"A-147"
"i01Z74",1/9/2001 0:00:00,"m","GG",,"Z74",,"H-363"
"i01Z11",1/9/2001 0:00:00,"u","F",,"Z11",,"H-358"
"36P",1/11/2001 0:00:00,"m","F","79B","T27",,"B-463"
"43P",1/16/2001 0:00:00,"m","F","K32","H74",,"B-852"
"97O",1/17/2001 0:00:00,"f","HH","O34","G43",,"E-134"
"15P",1/17/2001 0:00:00,"m","F",,"59A",,"F-398"
"55O",1/17/2001 0:00:00,"f","BB","90B","11C",,"C-343"
"44O",1/17/2001 0:00:00,"m","BB","37C","31D",,"B-871"
"45O",1/17/2001 0:00:00,"m","BB","25B","L29",,"B-891"
"50O",1/17/2001 0:00:00,"f","CC","T82","82C",,"C-240"
"46O",1/17/2001 0:00:00,"f","BB","E54","V99",,"B-910"
"69P",1/17/2001 0:00:00,"f","BB","79B","C63",,"C-864"
"42P",1/17/2001 0:00:00,"f","F","S76","R59",,"B-831"
"i01I50",1/17/2001 0:00:00,"m","HH",,"I50",,"H-316"
"i0132A",1/17/2001 0:00:00,"u","R",,"32A",,"H-285"
"69O",1/18/2001 0:00:00,"f","R","N60","D07",,"C-863"
"19P",1/19/2001 0:00:00,"m","R","X94","X91",,"A-624"
"29P",1/21/2001 0:00:00,"m","F","K32","24B",,"B-065"
"02P",1/21/2001 0:00:00,"m","F","V79","J92",,"A-052"
"i01X46",1/21/2001 0:00:00,"m","LL",,"X46",,"H-354"
"i01O43",1/21/2001 0:00:00,"m","LL",,"O43",,"H-330"
"i01L37",1/21/2001 0:00:00,"f","DD",,"L37",,"H-323"
"i0183C",1/21/2001 0:00:00,"m","GG",,"83C",,"H-305"
"i0105A",1/22/2001 0:00:00,"f","II",,"05A",,"H-274"
"62O",1/24/2001 0:00:00,"f","KK","49A","Z51",,"C-719"
"i01R64",1/24/2001 0:00:00,"m","F",,"R64",,"H-335"
"i01E55",1/25/2001 0:00:00,"m","BB",,"E55",,"H-311"
"i01L66",1/28/2001 0:00:00,"m","V",,"L66",,"H-324"
"i0134D",1/29/2001 0:00:00,"f","GG",,"34D",,"H-286"
"i01O36",1/29/2001 0:00:00,"m","DD",,"O36",,"H-329"
"39P",2/4/2001 0:00:00,"m","S","77A","30F",,"B-523"
"i0128A",2/4/2001 0:00:00,"m","R",,"28A",,"H-282"
"i01X87",2/4/2001 0:00:00,"m","F",,"X87",,"H-356"
"i0180A",2/4/2001 0:00:00,"f","II",,"80A",,"H-303"
"I0130E",2/9/2001 0:00:00,"m","F",,"30E",,"H-284"
"09P",2/11/2001 0:00:00,"m","F","L64","J95",,"A-184"
"i0145F",2/12/2001 0:00:00,"u","K",,"45F",,"H-290"
"68O",2/13/2001 0:00:00,"m","S","77A","N16",,"C-844"
"75O",2/13/2001 0:00:00,"m","S","T57","S37",,"D-212"
"66O",2/18/2001 0:00:00,"f","CC","G62","K80",,"C-803"
"67P",2/18/2001 0:00:00,"m","BB","E54","K89",,"C-825"
"52O",2/22/2001 0:00:00,"m","BB","G62","O27",,"C-280"
"95O",3/5/2001 0:00:00,"f","F","39C","N05",,"E-092"
"65P",3/6/2001 0:00:00,"m","HH",,"S70",,"C-783"
"i0113C",3/6/2001 0:00:00,"m","II",,"13C",,"H-277"
"i01V04",3/14/2001 0:00:00,"f","F",,"V04",,"H-345"
"01P",3/20/2001 0:00:00,"f","F","79B","21C",,"A-033"
"27P",3/20/2001 0:00:00,"f","S","J88","42A",,"B-025"
"58P",3/20/2001 0:00:00,"m","V","I85","13H",,"C-403"
"47O",3/20/2001 0:00:00,"f","CC","14D","Z75",,"B-932"
"72P",3/20/2001 0:00:00,"m","KK","Z46","V05",,"D-154"
"50P",3/20/2001 0:00:00,"m","F","I37","56E",,"C-241"
"i0191F",3/20/2001 0:00:00,"u","F",,"91F",,"H-308"
"i01Z78",3/20/2001 0:00:00,"m","F",,"Z78",,"H-364"
"i01V72",3/20/2001 0:00:00,"m","H",,"V72",,"H-348"
"i0120F",3/20/2001 0:00:00,"f","F",,"20F",,"H-280"
"48P",5/7/2001 0:00:00,"m","F","E05","86C",,"B-955"
"I0239F",9/18/2001 0:00:00,"m","R",,"39F",,"H-388"
"I0292D",10/8/2001 0:00:00,"u","F",,"92D",,"H-419"
"I0278E",10/11/2001 0:00:00,"m","DD",,"78E",,"H-409"
"i0220E",10/19/2001 0:00:00,"f","E",,"20E",,"H-380"
"i02Z81",10/19/2001 0:00:00,"f","D",,"Z81",,"H-482"
"I0228H",10/22/2001 0:00:00,"u","BB",,"28H",,"H-382"
"39R",10/23/2001 0:00:00,"m","R","33A","X83",,"B-524"
"34R",10/23/2001 0:00:00,"m","R","Z71","G68",,"B-426"
"93R",10/23/2001 0:00:00,"m","S","17A","Z82",,"E-050"
"05R",10/23/2001 0:00:00,"f","CC","61D","50D",,"A-109"
"22R",10/27/2001 0:00:00,"m","S","17A","J74",,"A-933"
"i02O44",10/27/2001 0:00:00,"m","F",,"O44",,"H-450"
"87P",10/28/2001 0:00:00,"m","F","I37","V36",,"D-695"
"49R",10/28/2001 0:00:00,"f","CC","56F","53B",,"B-976"
"i02N13",10/28/2001 0:00:00,"f","F",,"N13",,"H-445"
"12R",10/29/2001 0:00:00,"m","BB","90B","13D",,"A-490"
"05S",10/29/2001 0:00:00,"f","R","80B","30D",,"A-110"
"I02J71",10/29/2001 0:00:00,"u","S",,"J71",,"H-433"
"i0247A",10/30/2001 0:00:00,"f","D",,"47A",,"H-391"
"41R",11/1/2001 0:00:00,"m","R","Z71","X28",,"B-811"
"I02F38",11/2/2001 0:00:00,"m","V",,"F38",,"H-427"
"44R",11/3/2001 0:00:00,"m","R","33A","77D",,"B-873"
"66R",11/3/2001 0:00:00,"f","KK","E54","34B",,"C-805"
"07S",11/3/2001 0:00:00,"f","KK","70C","03B",,"A-149"
"52R",11/3/2001 0:00:00,"f","KK","70C","19A",,"C-282"
"06R",11/3/2001 0:00:00,"m","BB","T82","69F",,"A-128"
"47R",11/3/2001 0:00:00,"f","CC","56F","55F",,"B-934"
"67R",11/4/2001 0:00:00,"m","R","33A","O33",,"C-826"
"91P",11/5/2001 0:00:00,"m","F","V95","X44",,"E-004"
"i0277H",11/5/2001 0:00:00,"f","BB",,"77H",,"H-407"
"i0200B",11/5/2001 0:00:00,"f","L",,"00B",,"H-367"
"16S",11/6/2001 0:00:00,"f","HH","X61","13A",,"A-567"
"01R",11/6/2001 0:00:00,"f","V","X80","X67",,"A-034"
"i02J89",11/6/2001 0:00:00,"m","E",,"J89",,"H-435"
"i02X55",11/6/2001 0:00:00,"f","D",,"X55",,"H-473"
"00S",11/7/2001 0:00:00,"m","S","17A","36D",,"A-016"
"32R",11/8/2001 0:00:00,"m","R","33A","87F",,"B-385"
"13R",11/8/2001 0:00:00,"f","BB","61D","36B",,"A-510"
"55R",11/8/2001 0:00:00,"f","HH","X61","55A",,"C-345"
"94R",11/8/2001 0:00:00,"f","S","50B","H64",,"E-073"
"24R",11/8/2001 0:00:00,"m","R","L34","29I",,"A-971"
"03R",11/8/2001 0:00:00,"m","V","13E","T98",,"A-071"
"i0298C",11/8/2001 0:00:00,"f","CC",,"98C",,"H-424"
"i02T85",11/8/2001 0:00:00,"f","S",,"T85",,"H-465"
"I0228I",11/8/2001 0:00:00,"u","R",,"28I",,"H-383"
"69R",11/9/2001 0:00:00,"m","R","J21","71G",,"C-865"
"i0285F",11/11/2001 0:00:00,"m","KK",,"85F",,"H-415"
"i02R74",11/11/2001 0:00:00,"m","I",,"R74",,"H-458"
"32S",11/12/2001 0:00:00,"f","F","45A","V65",,"B-386"
"81P",11/12/2001 0:00:00,"m","F","85B","54D",,"D-568"
"90P",11/12/2001 0:00:00,"f","F","Z19","28G",,"D-983"
"98R",11/12/2001 0:00:00,"m","BB","61B","72F",,"E-158"
"i0257A",11/12/2001 0:00:00,"f","F",,"57A",,"H-396"
"i0244B",11/12/2001 0:00:00,"m","E",,"44B",,"H-389"
"I0296G",11/12/2001 0:00:00,"f","R",,"96G",,"H-423"
"i0295G",11/12/2001 0:00:00,"f","J",,"95G",,"H-422"
"i0293D",11/12/2001 0:00:00,"f","F",,"93D",,"H-420"
"i0272G",11/12/2001 0:00:00,"m","E",,"72G",,"H-402"
"99R",11/13/2001 0:00:00,"f","BB","56F","41C",,"E-179"
"75P",11/13/2001 0:00:00,"f","F","N60","X97",,"D-213"
"02R",11/14/2001 0:00:00,"m","V","T53","15E",,"A-053"
"i0267F",11/14/2001 0:00:00,"f","V",,"67F",,"H-399"
"i0274H",11/14/2001 0:00:00,"f","R",,"74H",,"H-405"
"i0214C",11/14/2001 0:00:00,"f","F",,"14C",,"H-376"
"37R",11/15/2001 0:00:00,"f","R","33A","10C",,"B-484"
"85P",11/15/2001 0:00:00,"f","F","R70","J91",,"D-652"
"40S",11/15/2001 0:00:00,"m","F","39C","R65",,"B-794"
"i02L80",11/15/2001 0:00:00,"m","K",,"L80",,"H-441"
"63R",11/16/2001 0:00:00,"m","KK","X61","37D",,"C-740"
"i02X78",11/16/2001 0:00:00,"m","G",,"X78",,"H-474"
"i02R78",11/16/2001 0:00:00,"f","F",,"R78",,"H-459"
"i0281E",11/16/2001 0:00:00,"f","V",,"81E",,"H-412"
"14R",11/17/2001 0:00:00,"f","CC","25B","80C",,"A-530"
"22S",11/17/2001 0:00:00,"f","R","28E","76D",,"A-934"
"92P",11/17/2001 0:00:00,"m","F","V95","X17",,"E-025"
"77R",11/17/2001 0:00:00,"f","HH","X58","73C",,"D-254"
"31R",11/17/2001 0:00:00,"f","R","03D","X37",,"B-360"
"i02O38",11/17/2001 0:00:00,"f","G",,"O38",,"H-449"
"I0248B",11/17/2001 0:00:00,"u","F",,"48B",,"H-392"
"78R",11/18/2001 0:00:00,"m","F","V45","67G",,"D-275"
"98P",11/18/2001 0:00:00,"f","V","29C","J79",,"E-157"
"i02S55",11/18/2001 0:00:00,"f","J",,"S55",,"H-461"
"I0278C-1",11/18/2001 0:00:00,"f","HH",,"78C",,"H-408"
"I02F72",11/18/2001 0:00:00,"f","F",,"F72",,"H-428"
"i0276H",11/18/2001 0:00:00,"m","HH",,"76H",,"H-406"
"27R",11/19/2001 0:00:00,"f","R","V79","S96",,"B-026"
"53R",11/20/2001 0:00:00,"m","KK","70C","O55",,"C-303"
"i0251B",11/20/2001 0:00:00,"f","G",,"51b",,"H-393"
"i02J66",11/20/2001 0:00:00,"u","J",,"J66",,"H-432"
"38S",11/21/2001 0:00:00,"f","F","43A","O52",,"B-505"
"i02X46",11/21/2001 0:00:00,"m","U",,"X46",,"H-472"
"I0274F",11/21/2001 0:00:00,"u","DD",,"74F",,"H-404"
"92R",11/23/2001 0:00:00,"m","BB",,"93A",,"E-026"
"19S",11/23/2001 0:00:00,"m","R","79B","74B",,"A-626"
"i02L84",11/23/2001 0:00:00,"m","KK",,"L84",,"H-442"
"i02K83",11/23/2001 0:00:00,"m","BB",,"K83",,"H-439"
"i02R27",11/23/2001 0:00:00,"m","C",,"R27",,"H-455"
"i02N20",11/23/2001 0:00:00,"f","J",,"N20",,"H-446"
"89R",11/24/2001 0:00:00,"f","KK","Z46","V78",,"D-735"
"59R",11/24/2001 0:00:00,"m","KK","G62","21G",,"C-425"
"01S",11/24/2001 0:00:00,"m","CC",,"40A",,"A-035"
"38R",11/24/2001 0:00:00,"m","R","Z71","K84",,"B-504"
"i02L97",11/24/2001 0:00:00,"m","D",,"L97",,"H-443"
"i02Z52",11/24/2001 0:00:00,"m","J",,"Z52",,"H-477"
"i0208F",11/24/2001 0:00:00,"m","F",,"08F",,"H-374"
"i02T12",11/24/2001 0:00:00,"f","E",,"T12",,"H-463"
"90R",11/25/2001 0:00:00,"m","F","Z88","27C",,"D-984"
"97P",11/25/2001 0:00:00,"m","V","60D","T03",,"E-135"
"i0246B",11/25/2001 0:00:00,"m","S",,"46B",,"H-390"
"i0290D",11/25/2001 0:00:00,"f","F",,"90D",,"H-416"
"33R",11/26/2001 0:00:00,"f","R","Z71","02A",,"B-405"
"09S",11/26/2001 0:00:00,"m","F","Z10","56A",,"A-186"
"95P",11/26/2001 0:00:00,"m","V","85E","32G",,"E-093"
"79R",11/26/2001 0:00:00,"m","BB","37C","Z67",,"D-299"
"10S",11/26/2001 0:00:00,"f","F","65F","61A",,"A-455"
"12S",11/26/2001 0:00:00,"f","R","S47","L19",,"A-491"
"83P",11/26/2001 0:00:00,"f","F","02C","01B",,"D-609"
"i02Z74",11/26/2001 0:00:00,"f","G",,"Z74",,"H-480"
"i02Z72",11/26/2001 0:00:00,"u","DD",,"Z72",,"H-478"
"i02V76",11/26/2001 0:00:00,"m","L",,"V76",,"H-467"
"i0213H",11/26/2001 0:00:00,"u","V",,"13H",,"H-375"
"26R",11/27/2001 0:00:00,"m","R","Z71","77G",,"B-008"
"57R",11/27/2001 0:00:00,"f","HH","O34","V72",,"C-384"
"04S",11/27/2001 0:00:00,"m","R","Z01","68C",,"A-091"
"33S",11/27/2001 0:00:00,"m","BB","61B","X33",,"B-406"
"i02O30",11/27/2001 0:00:00,"m","C",,"O30",,"H-447"
"I02Z78",11/27/2001 0:00:00,"u","F",,"Z78",,"H-481"
"i02Z73",11/27/2001 0:00:00,"u","G",,"Z73",,"H-479"
"i0259F",11/27/2001 0:00:00,"f","R",,"59F",,"H-397"
"77P",11/28/2001 0:00:00,"m","F","51A","V58",,"D-253"
"i0270H",11/28/2001 0:00:00,"m","G",,"70H",,"H-400"
"20S",11/29/2001 0:00:00,"f","HH","X58","22H",,"A-896"
"70R",11/30/2001 0:00:00,"f","R","Z01","91A",,"D-115"
"68R",12/1/2001 0:00:00,"f","R","33A","H45",,"C-846"
"18S",12/1/2001 0:00:00,"m","R","J21","33C",,"A-606"
"13S",12/1/2001 0:00:00,"m","F","O23","K00",,"A-511"
"i02K81",12/1/2001 0:00:00,"f","R",,"K81",,"H-438"
"i0273B",12/1/2001 0:00:00,"m","F",,"73B",,"H-403"
"96R",12/2/2001 0:00:00,"m","S","X98","X60",,"E-114"
"i0204A",12/2/2001 0:00:00,"m","I",,"04A",,"H-370"
"i02K07",12/2/2001 0:00:00,"f","F",,"K07",,"H-437"
"i0205D",12/2/2001 0:00:00,"m","D",,"05D",,"H-373"
"30R",12/3/2001 0:00:00,"m","F","65F","V37",,"B-336"
"04R",12/3/2001 0:00:00,"m","F","10D","42B",,"A-090"
"29R",12/3/2001 0:00:00,"f","R","S47","32A",,"B-066"
"60R",12/3/2001 0:00:00,"f","KK","K14","58H",,"C-679"
"i0233G",12/3/2001 0:00:00,"u","DD",,"33G",,"H-385"
"i02S59",12/3/2001 0:00:00,"u","F",,"S59",,"H-462"
"i0294B",12/3/2001 0:00:00,"m","J",,"94B",,"H-421"
"56R",12/4/2001 0:00:00,"f","HH","43A","V80",,"C-365"
"15R",12/4/2001 0:00:00,"f","CC","90B","Z75",,"A-548"
"31S",12/5/2001 0:00:00,"m","R","79B","03H",,"B-361"
"36S",12/5/2001 0:00:00,"m","F","Z10","Z11",,"B-465"
"09R",12/5/2001 0:00:00,"m","CC","66D","33H",,"A-185"
"84R",12/5/2001 0:00:00,"f","CC","14D","39A",,"D-633"
"17R",12/6/2001 0:00:00,"f","R","Z71","96A",,"A-586"
"42R",12/6/2001 0:00:00,"f","R","V79","V60",,"B-832"
"06S",12/6/2001 0:00:00,"f","BB","57D","K79",,"A-129"
"i02I50",12/6/2001 0:00:00,"u","H",,"I50",,"H-430"
"88P",12/7/2001 0:00:00,"f","F","91B","64A",,"D-713"
"28R",12/8/2001 0:00:00,"f","R","K85","J99",,"B-046"
"27S",12/8/2001 0:00:00,"m","BB","51A","L29",,"B-027"
"16R",12/8/2001 0:00:00,"m","S","X98","06A",,"A-566"
"25R",12/9/2001 0:00:00,"m","R","51A","V44",,"A-990"
"48R",12/9/2001 0:00:00,"f","CC","56F","50F",,"B-956"
"i02V91",12/9/2001 0:00:00,"f","E",,"V91",,"H-470"
"i02Z07",12/9/2001 0:00:00,"m","F",,"Z07",,"H-476"
"i0264H",12/9/2001 0:00:00,"f","C",,"64H",,"H-398"
"28S",12/10/2001 0:00:00,"m","HH","O34","X86",,"B-047"
"65R",12/10/2001 0:00:00,"f","F","K85","43F",,"C-784"
"29S",12/11/2001 0:00:00,"m","BB","57D","35I",,"B-067"
"35R",12/11/2001 0:00:00,"f","R","O15","28A",,"B-445"
"i02O75",12/11/2001 0:00:00,"f","F",,"O75",,"H-454"
"i02V81",12/11/2001 0:00:00,"m","E",,"V81",,"H-468"
"71R",12/12/2001 0:00:00,"f","R","S47","H02",,"D-135"
"95R",12/13/2001 0:00:00,"f","S","28B","T84",,"E-094"
"80P",12/14/2001 0:00:00,"f","F","L83","57H",,"D-548"
"07R",12/15/2001 0:00:00,"m","KK","43A","65A",,"A-148"
"50R",12/15/2001 0:00:00,"m","CC","14D","T86",,"C-242"
"61R",12/15/2001 0:00:00,"m","KK","45A","07A",,"C-698"
"i02J85",12/15/2001 0:00:00,"f","F",,"J85",,"H-434"
"54R",12/16/2001 0:00:00,"f","KK","K14","45F",,"C-325"
"99P",12/16/2001 0:00:00,"f","V","40C","74E",,"E-178"
"40R",12/17/2001 0:00:00,"f","R","79B","Z53",,"B-793"
"46R",12/18/2001 0:00:00,"m","BB","14D","V99",,"B-912"
"i02O70",12/18/2001 0:00:00,"u","F",,"O70",,"H-453"
"11S",12/19/2001 0:00:00,"m","F","V45","79C",,"A-473"
"i02Z92",12/19/2001 0:00:00,"m","D",,"Z92",,"H-483"
"15S",12/20/2001 0:00:00,"f","CC","Z88","82B",,"A-549"
"08R",12/21/2001 0:00:00,"f","BB","14D","31D",,"A-167"
"94P",12/21/2001 0:00:00,"m","F","43A","S16",,"E-072"
"i0214F",12/21/2001 0:00:00,"m","F",,"14F",,"H-377"
"82R",12/22/2001 0:00:00,"f","CC","61D","82C",,"D-589"
"87R",12/23/2001 0:00:00,"f","F","29C","78A",,"D-696"
"08S",12/24/2001 0:00:00,"m","F","K32","24B",,"A-168"
"26S",12/24/2001 0:00:00,"m","F","85B","N12",,"B-009"
"10R",12/24/2001 0:00:00,"m","KK","Z88","R75",,"A-454"
"23S",12/25/2001 0:00:00,"f","R","O15","67C",,"A-954"
"37S",12/25/2001 0:00:00,"m","F","D71","X87",,"B-485"
"88R",12/25/2001 0:00:00,"f","KK","X61","21H",,"D-714"
"i02R79",12/25/2001 0:00:00,"f","F",,"R79",,"H-460"
"i02Z97",12/25/2001 0:00:00,"m","F",,"Z97",,"H-484"
"i02O63",12/25/2001 0:00:00,"u","v",,"O63",,"H-452"
"96P",12/26/2001 0:00:00,"m","V","00A","L49",,"E-113"
"72R",12/26/2001 0:00:00,"f","R","Z71","N40",,"D-155"
"i02R64",12/26/2001 0:00:00,"u","F",,"R64",,"H-456"
"i0283C",12/26/2001 0:00:00,"f","G",,"83C",,"H-413"
"i0280A",12/26/2001 0:00:00,"f","I",,"80A",,"H-410"
"i02O36",12/26/2001 0:00:00,"m","D",,"O36",,"H-448"
"i0219I",12/26/2001 0:00:00,"m","G",,"19I",,"H-379"
"i0254I",12/26/2001 0:00:00,"u","L",,"54I",,"H-394"
"34S",12/27/2001 0:00:00,"m","F","X52","46F",,"B-427"
"93P",12/27/2001 0:00:00,"f","F","V79","D69",,"E-049"
"i0299A",12/27/2001 0:00:00,"u","F",,"99A",,"H-426"
"51R",12/28/2001 0:00:00,"f","S","V79","T83",,"C-262"
"74R",12/28/2001 0:00:00,"m","F","61G","44J",,"D-196"
"i02R68",12/28/2001 0:00:00,"m","F",,"R68",,"H-457"
"36R",12/29/2001 0:00:00,"m","R","V79","54B",,"B-464"
"76P",12/31/2001 0:00:00,"f","F","79B","K11",,"D-232"
"82P",12/31/2001 0:00:00,"m","F","X81","82A",,"D-588"
"i0238E",12/31/2001 0:00:00,"f","R",,"38E",,"H-387"
"89P",1/1/2002 0:00:00,"f","F","L64","H74",,"D-734"
"i0284C",1/1/2002 0:00:00,"m","D",,"84C",,"H-414"
"i0290G",1/1/2002 0:00:00,"m","R",,"90G",,"H-417"
"86P",1/2/2002 0:00:00,"m","F","39C","Z14",,"D-673"
"i0298H",1/2/2002 0:00:00,"m","S",,"98H",,"H-425"
"i0203I",1/3/2002 0:00:00,"m","I",,"03I",,"H-369"
"i0281B",1/3/2002 0:00:00,"m","HH",,"81B",,"H-411"
"97R",1/4/2002 0:00:00,"f","S","Z01","Z99",,"E-136"
"81R",1/5/2002 0:00:00,"m","BB","56F","J01",,"D-569"
"73R",1/5/2002 0:00:00,"m","V","40C","L66",,"D-176"
"i0291E",1/5/2002 0:00:00,"f","L",,"91E",,"H-418"
"i0256D",1/5/2002 0:00:00,"m","F",,"56D",,"H-395"
"i0271E",1/5/2002 0:00:00,"f","F",,"71E",,"H-401"
"62R",1/6/2002 0:00:00,"f","KK","Z46","Z51",,"C-721"
"75R",1/6/2002 0:00:00,"m","F","X48","43I",,"D-214"
"i02V82",1/6/2002 0:00:00,"m","I",,"V82",,"H-469"
"i0205A",1/7/2002 0:00:00,"u","I",,"05A",,"H-372"
"20R",1/8/2002 0:00:00,"f","R","Z71","15C",,"A-895"
"i02G43",1/8/2002 0:00:00,"m","HH",,"G43",,"H-429"
"18R",1/9/2002 0:00:00,"m","R","S47","O96",,"A-605"
"25S",1/9/2002 0:00:00,"m","BB","45A","O27",,"A-991"
"58R",1/10/2002 0:00:00,"m","KK","42F","02G",,"C-404"
"43R",1/10/2002 0:00:00,"m","R","H90","95A",,"B-853"
"85R",1/10/2002 0:00:00,"m","BB","37C","37B",,"D-653"
"i02T27",1/12/2002 0:00:00,"u","F",,"T27",,"H-464"
"i0214I",1/12/2002 0:00:00,"u","F",,"14I",,"H-378"
"i02X20",1/15/2002 0:00:00,"m","HH",,"X20",,"H-471"
"45R",1/16/2002 0:00:00,"f","S","V83","S37",,"B-893"
"74P",1/17/2002 0:00:00,"f","F","85B","21C",,"D-195"
"19R",1/17/2002 0:00:00,"m","R","J21","93I",,"A-625"
"i02I70",1/17/2002 0:00:00,"f","F",,"I70",,"H-431"
"i02V04",1/19/2002 0:00:00,"m","F",,"V04",,"H-466"
"35S",1/20/2002 0:00:00,"f","F","79B","J92",,"B-446"
"11R",1/20/2002 0:00:00,"f","BB","61B","95B",,"A-472"
"83R",1/23/2002 0:00:00,"f","F","65F","62H",,"D-610"
"02S",1/24/2002 0:00:00,"m","S","V83","O35",,"A-054"
"i0234D",1/26/2002 0:00:00,"u","G",,"34D",,"H-386"
"78P",1/27/2002 0:00:00,"m","F","T53","03J",,"D-274"
"86R",1/27/2002 0:00:00,"m","F","T29","17C",,"D-674"
"I0200F",1/27/2002 0:00:00,"u","F",,"00F",,"H-368"
"21S",1/29/2002 0:00:00,"m","HH","X58","L48",,"A-915"
"03S",1/31/2002 0:00:00,"f","S","T57","D82",,"A-072"
"24S",2/5/2002 0:00:00,"f","R","K85","T95",,"A-972"
"79P",2/5/2002 0:00:00,"m","F","65F","39B",,"D-298"
"21R",2/5/2002 0:00:00,"m","R","Z71","K28",,"A-914"
"i02O56",2/12/2002 0:00:00,"m","I",,"O56",,"H-451"
"i02N05",2/13/2002 0:00:00,"m","K",,"N05",,"H-444"
"I0204E",2/13/2002 0:00:00,"m","F",,"04E",,"H-371"
"i02L37",2/14/2002 0:00:00,"m","D",,"L37",,"H-440"
"80R",2/15/2002 0:00:00,"f","BB","37C","11C",,"D-549"
"ii02X91",3/1/2002 0:00:00,"f","R",,"X91",,"J-771"
"i02X91",3/1/2002 0:00:00,"f","R",,"X91",,"H-475"
"23R",3/7/2002 0:00:00,"f","R","Z01","35F",,"A-953"
"64R",3/7/2002 0:00:00,"f","KK","70C","53E",,"C-761"
"i02K04",3/14/2002 0:00:00,"m","F",,"K04",,"H-436"
"76R",3/15/2002 0:00:00,"m","HH","79F","N86",,"D-233"
"91R",3/15/2002 0:00:00,"f","HH","79F","78C",,"E-005"
"00R",3/15/2002 0:00:00,"f","V","12E","13B",,"A-015"
"84P",3/15/2002 0:00:00,"f","F","V45","R59",,"D-632"
"14S",3/15/2002 0:00:00,"f","F","R70","89C",,"A-531"
"i0229B",3/15/2002 0:00:00,"u","F",,"29B",,"H-384"
"17S",4/30/2002 0:00:00,"f","BB","X98","51D",,"A-587"
"39S",5/4/2002 0:00:00,"f","V","Z90","20C",,"B-525"
"30S",5/10/2002 0:00:00,"m","V","T54","14E",,"B-337"
"I0220F",5/28/2002 0:00:00,"u","F",,"20F",,"H-381"
"77T",10/12/2002 0:00:00,"f","V","07D","13H",,"D-256"
"57S",10/24/2002 0:00:00,"f","F","51A","48B",,"C-385"
"31T",10/25/2002 0:00:00,"f","F","78B","20F",,"B-362"
"10T",10/25/2002 0:00:00,"f","HH","79F","19J",,"A-456"
"06T",10/25/2002 0:00:00,"f","R","Z71","39F",,"A-130"
"64S",10/26/2002 0:00:00,"m","F","70C","59A",,"C-762"
"47S",10/27/2002 0:00:00,"m","V","12E","78I",,"B-935"
"21T",10/27/2002 0:00:00,"m","S","Z01","30F",,"A-916"
"i03R27",10/27/2002 0:00:00,"f","CC",,"R27",,"H-551"
"50S",10/29/2002 0:00:00,"f","F","10D","Z08",,"C-243"
"76T",10/29/2002 0:00:00,"f","F","85B","Z15",,"D-235"
"52T",10/30/2002 0:00:00,"f","R","Z71","74H",,"C-284"
"48T",10/31/2002 0:00:00,"f","F","85B","64D",,"B-958"
"58S",10/31/2002 0:00:00,"m","F","10D","H71",,"C-405"
"43S",10/31/2002 0:00:00,"f","V","86D","67F",,"B-854"
"i0367F",10/31/2002 0:00:00,"f","V",,"67F",,"H-519"
"65T",11/1/2002 0:00:00,"m","S","28B","46B",,"C-786"
"i0389A",11/1/2002 0:00:00,"m","BB",,"89A",,"H-529"
"i03F38",11/1/2002 0:00:00,"f","V",,"F38",,"H-540"
"47T",11/2/2002 0:00:00,"f","V","61G","J41",,"B-936"
"i03O30",11/2/2002 0:00:00,"m","CC",,"O30",,"H-550"
"i0350D",11/3/2002 0:00:00,"m","CC",,"50D",,"H-511"
"04T",11/4/2002 0:00:00,"m","R","80B","96G",,"A-092"
"93S",11/4/2002 0:00:00,"f","HH","T82","55A",,"E-051"
"19T",11/4/2002 0:00:00,"m","KK","S76","V05",,"A-627"
"41S",11/4/2002 0:00:00,"f","V","08A","81E",,"B-812"
"i0341C",11/4/2002 0:00:00,"f","BB",,"41C",,"H-508"
"i0313A",11/4/2002 0:00:00,"m","HH",,"13A",,"H-489"
"i0380C",11/4/2002 0:00:00,"m","CC",,"80C",,"H-526"
"57T",11/5/2002 0:00:00,"f","S","21B","81I",,"C-386"
"43T",11/7/2002 0:00:00,"m","R","J21","X34",,"B-855"
"i0382H",11/8/2002 0:00:00,"f","S",,"82H",,"H-528"
"i0313D",11/8/2002 0:00:00,"m","BB",,"13D",,"H-490"
"22T",11/9/2002 0:00:00,"f","R","80B","76I",,"A-935"
"81T",11/9/2002 0:00:00,"f","KK",,"34B",,"G-160"
"40T",11/9/2002 0:00:00,"f","R","80B","K81",,"B-795"
"56T",11/9/2002 0:00:00,"m","R","88C","91A",,"C-367"
"i0336J",11/9/2002 0:00:00,"m","BB",,"36J",,"H-503"
